Date,Open,High,Low,Close,Adj Close,Volume
2017-11-01,332.25,332.609985,320.26001,321.079987,321.079987,8457300
2017-11-02,300.130005,308.690002,292.630005,299.26001,299.26001,19791400
2017-11-03,299.5,306.25,295.130005,306.089996,306.089996,8894000
2017-11-06,307,307.5,299.01001,302.779999,302.779999,6486000
2017-11-07,301.019989,306.5,300.029999,306.049988,306.049988,5294300
2017-11-08,305.5,306.890015,301.299988,304.390015,304.390015,4725300
2017-11-09,302.5,304.459991,296.299988,302.98999,302.98999,5447100
2017-11-10,302.5,308.359985,301.850006,302.98999,302.98999,4625400
2017-11-13,300.130005,316.799988,299.109985,315.399994,315.399994,7584900
2017-11-14,315,316.350006,306.899994,308.700012,308.700012,5676100
2017-11-15,306.01001,312.48999,301.5,311.299988,311.299988,5978700
2017-11-16,313.98999,318.140015,311.299988,312.5,312.5,5822100
2017-11-17,325.670013,326.670013,313.149994,315.049988,315.049988,13735100
2017-11-20,313.790009,315.5,304.75,308.73999,308.73999,8247700
2017-11-21,310.859985,318.230011,308.709991,317.809998,317.809998,7261300
2017-11-22,316.769989,317.420013,311.839996,312.600006,312.600006,4917600
2017-11-24,313.790009,316.410004,311,315.549988,315.549988,3244100
2017-11-27,313.25,317.339996,309.51001,316.809998,316.809998,4555900
2017-11-28,316.359985,320,313.920013,317.549988,317.549988,4949500
2017-11-29,317.299988,318,301.230011,307.540009,307.540009,8767400
2017-11-30,308.559998,310.700012,304.540009,308.850006,308.850006,4351600
2017-12-01,305.440002,310.320007,305.049988,306.529999,306.529999,4292900
2017-12-04,306.5,308.269989,300.609985,305.200012,305.200012,5835100
2017-12-05,302,308,301,303.700012,303.700012,4646500
2017-12-06,300.100006,313.390015,300,313.26001,313.26001,7195300
2017-12-07,312,318.630005,311.049988,311.23999,311.23999,4780600
2017-12-08,314.600006,316.980011,311.26001,315.130005,315.130005,3468500
2017-12-11,314.630005,329.01001,313.75,328.910004,328.910004,7938000
2017-12-12,330.450012,341.440002,330.029999,341.029999,341.029999,8733200
2017-12-13,340.929993,344.220001,336.5,339.029999,339.029999,6221500
2017-12-14,341.01001,347.440002,336.899994,337.890015,337.890015,5791700
2017-12-15,342.040009,343.899994,335.76001,343.450012,343.450012,6933199
