Date,Open,High,Low,Close,Adj Close,Volume
2017-11-01,116,116.599998,111.279999,114.470001,114.470001,9669200
2017-11-02,114.349998,114.519997,112.599998,112.690002,112.690002,3438300
2017-11-03,113.470001,113.760002,112.57,113.199997,113.199997,2925300
2017-11-06,112.989998,113.5,110.760002,112.459999,112.459999,3642500
2017-11-07,112.290001,112.720001,110.080002,111.699997,111.699997,2830300
2017-11-08,112.449997,115.599998,112.099998,114.150002,114.150002,3393900
2017-11-09,112.989998,113.300003,110.940002,111.889999,111.889999,3445700
2017-11-10,111.260002,112.830002,110.82,112.75,112.75,2534000
2017-11-13,112,113.239998,111.190002,112.010002,112.010002,3168100
2017-11-14,110.599998,113.900002,110.389999,112.269997,112.269997,3618000
2017-11-15,112.720001,112.870003,110.519997,111.480003,111.480003,2585900
2017-11-16,111.849998,113.129997,111.209999,111.599998,111.599998,2445800
2017-11-17,108.989998,109.550003,107.5,108.82,108.82,8556400
2017-11-20,108.279999,108.449997,106.75,107.639999,107.639999,5974700
2017-11-21,107.779999,108.769997,107.540001,107.709999,107.709999,3298400
2017-11-22,108.040001,108.440002,106.610001,107.32,107.32,2558200
2017-11-24,107.660004,108.580002,107.589996,107.940002,107.940002,1306300
2017-11-27,107.860001,108.290001,106.790001,106.989998,106.989998,2540100
2017-11-28,106.989998,110.519997,106.739998,109.470001,109.470001,5499400
2017-11-29,109.209999,109.389999,104.949997,105.489998,105.489998,5590700
2017-11-30,106.110001,106.5,105.059998,106.349998,106.349998,5395200
2017-12-01,105.860001,106.870003,103.949997,106.019997,106.019997,3859400
2017-12-04,105.529999,105.879997,100.68,100.830002,100.830002,6573200
2017-12-05,100.550003,105.190002,99.629997,103.379997,103.379997,4582300
2017-12-06,102.959999,103.919998,100.410004,103.18,103.18,4668400
2017-12-07,103.230003,105.599998,102.75,104.370003,104.370003,3590500
2017-12-08,104.489998,106.400002,104.489998,105.269997,105.269997,3535400
2017-12-11,105.610001,108.160004,105,107.919998,107.919998,3998200
2017-12-12,108,108.919998,107.019997,107.660004,107.660004,3880700
2017-12-13,107.709999,108.309998,105.220001,105.540001,105.540001,3790100
2017-12-14,105.199997,107.620003,104.699997,106.419998,106.419998,2751200
2017-12-15,107.769997,109.68,106.629997,109.279999,109.279999,6107280
